Attracts,Bloom Description,Bloom Time,Common Name,Culture,Family,Flower,Formal Name,Fruit,Garden Uses,Height,Invasive,Leaf,Maintenance,Native Range,Noteworthy Characteristics,Other,Problems,Spread,Suggested Use,Sun,Tolerate,Type,Water,Zone
 Butterflies, Yellow, April to May, species daffodil,NA, Amaryllidaceae, Showy Fragrant,Narcissus jonquilla, Showy,NA, 075 to 100 feet, , Colorful, Low, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 050 to 075 feet, Naturalize, Full sun to part shade, Rabbit Deer Drought, Bulb, Medium, 4 to 8
 Butterflies, Nonflowering, Nonflowering, American arborvitae,NA, Cupressaceae, Showy Fragrant,Thuja occidentalis Sudwelli, Showy,NA, 1500 to 3000 feet, , Colorful Evergreen, Low, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 1000 to 1500 feet, Hedge, Full sun to part shade, Clay Soil Black Walnut Air Pollution, Needled evergreen, Medium, 2 to 8
 Butterflies, Nonflowering, Nonflowering, Japanese yew,NA, Taxaceae, Showy Fragrant,Taxus cuspidata Columnaris, Showy,NA, 1000 to 3000 feet, , Evergreen, Low, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 300 to 1000 feet, Hedge, Full sun to part shade, Heavy Shade, Needled evergreen, Medium, 4 to 7
 Butterflies, Pink, June to July, coral bells,NA, Saxifragaceae, Showy,Heuchera Coco LITTLE CUTIE COCO, Showy,NA, 050 to 100 feet, , Colorful, Medium, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 050 to 100 feet, Hedge, Full sun to part shade, Heavy Shade, Herbaceous perennial, Medium, 4 to 9
 Butterflies, Greenwhite maturing to pink, July to September, panicle hydrangea,NA, Hydrangeaceae, Showy Good Cut Good Dried,Hydrangea paniculata Hpopr013 LAVALAMP CANDELABRA, Showy,NA, 400 to 600 feet, , Colorful, Medium, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 400 to 600 feet, Hedge, Full sun to part shade, Air Pollution, Deciduous shrub, Medium, 3 to 8
 Butterflies, purplishred, June to September, butterfly bush,NA, Scrophulariaceae, Showy Fragrant Good Cut,Buddleja davidii Attraction, Showy,NA, 400 to 600 feet, , Colorful, Low, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun, Rabbit Clay Soil, Deciduous shrub, Medium, 5 to 9
 Butterflies, White, May to October, loosestrife,NA, Primulaceae, Showy,Lysimachia L9902 SNOW CANDLES, Showy,NA, 100 to 150 feet, , Colorful, Medium, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun to part shade, Rabbit Clay Soil, Herbaceous perennial, Medium, 5 to 8
 Butterflies, Dusky pink, July to September, stonecrop,NA, Crassulaceae, Showy,Hylotelephium Vera Jameson, Showy,NA, 075 to 100 feet, , Colorful, Low, Southern and central Spain southern and eastern Portugal,NA, Winter Interest,NA, 075 to 100 feet, Naturalize, Full sun, Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 9
 Birds Butterflies, Red, Flowers freely, flame of the woods,NA, Rubiaceae, Flowers freely,Ixora casei, Showy,NA, 600 to 900 feet, , Evergreen, Low, Micronesia,NA, Winter Interest,NA, 400 to 700 feet, Hedge, Full sun, Drought Dry Soil ShallowRocky Soil, Broadleaf evergreen, Medium, 10 to 12
 Birds Butterflies, Brown, May to June, Bowles golden sedge,NA, Cyperaceae, Insignificant,Carex elata Aurea, Showy,NA, 150 to 250 feet, , Colorful Evergreen, Low, Micronesia,NA, Winter Interest,NA, 150 to 250 feet, Water Plant Naturalize Rain Garden, Part shade to full shade, Deer Heavy Shade Erosion Wet Soil, Rush or Sedge, Water Plant Naturalize Rain Garden, 5 to 9
 Birds Butterflies, Yellow, June to frost, Dahlberg daisy,NA, Asteraceae, Showy,Thymophylla tenuiloba, Showy,NA, 050 to 100 feet, , Fragrant, Low, Texas Mexico,NA, Winter Interest,NA, 050 to 100 feet, Annual Naturalize, Full sun, Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 9 to 10
 Birds Butterflies, Pink, March to April, magnolia,NA, Magnoliaceae, Showy Fragrant,Magnolia George Henry Kern, Showy,NA, 600 to 1500 feet, , Fragrant, Low, Texas Mexico,NA, Winter Interest,NA, 600 to 1500 feet, Flowering Tree, Full sun to part shade, Drought Dry Soil ShallowRocky Soil, Deciduous shrub, Medium, 5 to 8
 Birds Butterflies, Yellow, January to March, Ozark witch hazel,NA, Hamamelidaceae, Showy Fragrant,Hamamelis vernalis Christmas Cheer, Showy,NA, 600 to 1000 feet, , Good Fall, Low, Texas Mexico,NA, Winter Interest,NA, 800 to 1200 feet, Rain Garden, Full sun to part shade, Deer Erosion Clay Soil, Deciduous shrub, Medium, 4 to 8
 Birds Butterflies, White, May to June, common foxglove,NA, Plantaginaceae, Showy,Digitalis purpurea f albiflora, Showy,NA, 300 to 500 feet, , Good Fall, Low, Western southern and central Europe,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 4 to 8
 Hummingbirds, Almost white with lavender tinge, June, hosta,NA, Asparagaceae, Showy Good Cut,Hosta Blue Umbrellas, Showy,NA, 250 to 300 feet, , Colorful, Low, Western southern and central Europe,NA, Winter Interest,NA, 300 to 400 feet, Naturalize, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds, Yellow petals and yellow trumpet, March to April, trumpet daffodil,NA, Amaryllidaceae, Showy,Narcissus Little Gem, Showy,NA, 025 to 050 feet, , Colorful, Low, Western southern and central Europe,NA, Winter Interest,NA, 025 to 050 feet, Naturalize, Full sun to part shade, Rabbit Deer Drought, Bulb, Medium, 3 to 8
 Butterflies, Greenishyellow, April to May, Ohio buckeye,NA, Sapindaceae, Showy Fragrant,Aesculus glabra Nana, Showy,NA, 400 to 600 feet, , Fragrant Good Fall, Medium, Western southern and central Europe,NA, Winter Interest,NA, 400 to 600 feet, Rain Garden, Full sun to part shade, Rabbit, Deciduous shrub, Medium, 5 to 9
 Butterflies, Purple, May to June, Siberian iris,NA, Iridaceae, Showy Good Cut,Iris Ruffled Velvet, Showy,NA, 200 to 250 feet, , Fragrant Good Fall, Low, Western southern and central Europe,NA, Winter Interest,NA, 200 to 250 feet, Rain Garden, Full sun to part shade, Rabbit Deer Drought Erosion Clay Soil Wet Soil, Herbaceous perennial, Medium to wet, 3 to 8
 Birds Butterflies, Reddishpink, April, flowering crabapple,NA, Rosaceae, Showy,Malus Radiant, Showy Edible,NA, 1500 to 3000 feet, , Colorful, Low, Western southern and central Europe,NA, Winter Interest,NA, 1500 to 3000 feet, Flowering Tree, Full sun, Air Pollution, Tree, Medium, 4 to 8
 Butterflies, Yellowish to reddish brown, August to September, mugwort,NA, Asteraceae, Insignificant,Artemisia vulgaris, Showy Edible,NA, 200 to 400 feet, , Fragrant, Medium, Europe to Iran and Siberia northern Africa,NA, Winter Interest,NA, 300 to 600 feet, Naturalize, Full sun, Rabbit Deer Drought Dry Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, Green and purple striped spathe with a yellow and white spadix, April, arisaema,NA, Araceae, Showy,Arisaema ringens, Showy,NA, 100 to 150 feet, , Fragrant, Medium, China Japan Korea Taiwan,NA, Winter Interest,NA, 050 to 075 feet, Rain Garden, Part shade to full shade, Heavy Shade Wet Soil, Herbaceous perennial, Medium to wet, 6 to 9
 Hummingbirds, Pale lavender, June to July, hosta,NA, Asparagaceae, Showy Good Cut,Hosta Dancing Queen, Showy,NA, 125 to 150 feet, , Colorful, Low, China Japan Korea Taiwan,NA, Winter Interest,NA, 250 to 300 feet, Rain Garden, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Rosepurple, July to August, ornamental onion,NA, Amaryllidaceae, Showy Good Cut,Allium Millenium, Showy,NA, 100 to 150 feet, , Colorful, Low, China Japan Korea Taiwan,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Full sun to part shade, Rabbit Deer Drought Dry Soil, Bulb, Dry to medium, 5 to 8
 Butterflies, White, May, foam flower,NA, Saxifragaceae, Showy,Tiarella Skeleton Key, Showy,NA, 050 to 100 feet, , Colorful, Low, China Japan Korea Taiwan,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover Naturalize, Part shade to full shade, Deer, Herbaceous perennial, Medium, 3 to 8
 Birds Butterflies, Purple blue, July to September, lead plant,NA, Fabaceae, Showy,Amorpha canescens, Showy,NA, 200 to 300 feet, , Colorful, Low, North America,NA, Winter Interest,NA, 200 to 250 feet, Naturalize, Full sun, Drought Erosion Dry Soil, Deciduous shrub, Dry to medium, 2 to 9
 Birds Butterflies, Frosted pink with white interior, April to May, foam flower,NA, Saxifragaceae, Showy Fragrant,Tiarella Sugar and Spice, Showy,NA, 050 to 100 feet, , Colorful, Low, North America,NA, Winter Interest,NA, 050 to 100 feet, Naturalize, Part shade to full shade, Deer, Herbaceous perennial, Medium, 4 to 9
 Birds Butterflies, Pale pink, July to September, oregano,NA, Lamiaceae, Showy,Origanum vulgare Jim Best, Showy,NA, 050 to 100 feet, , Colorful Fragrant, Low, North America,NA, Winter Interest,NA, 100 to 150 feet, Annual Ground Cover Herb Naturalize, Full sun, Drought, Herbaceous perennial, Dry to medium, 4 to 8
 Birds Butterflies, White with red or yellow markings, May, horse chestnut,NA, Sapindaceae, Showy,Aesculus hippocastanum, Showy,NA, 5000 to 7500 feet, , Colorful Fragrant, Medium, Balkans,NA, Winter Interest,NA, 4000 to 6500 feet, Shade Tree Street Tree, Full sun to part shade, Rabbit, Tree, Medium, 3 to 8
 Birds Butterflies, White with red to pinkbronze bracts, Seasonal bloomer, shrimp plant,NA, Acanthaceae, Showy,Justicia brandegeeana, Showy,NA, 100 to 300 feet, , Evergreen, Low, Mexico,NA, Winter Interest,NA, 100 to 300 feet, Shade Tree Street Tree, Full sun to part shade, Rabbit, Broadleaf evergreen, Medium, 9 to 11
 Butterflies, White rays with yellow center disk, June to August, shasta daisy,NA, Asteraceae, Showy,Leucanthemum  superbum Sunny Side Up, Showy,NA, 100 to 150 feet, , Evergreen, Low, Mexico,NA, Winter Interest,NA, 050 to 100 feet, Shade Tree Street Tree, Full sun, Rabbit Deer Drought Dry Soil, Herbaceous perennial, Dry to medium, 4 to 9
 Butterflies, Magenta pink, July to September, crape myrtle,NA, Lythraceae, Showy,Lagerstroemia indica Whit III PINK VELOUR, Showy,NA, 600 to 1200 feet, , Colorful Good Fall, Medium, Mexico,NA, Winter Interest,NA, 600 to 1200 feet, Shade Tree Street Tree, Full sun, Drought Clay Soil Air Pollution, Deciduous shrub, Medium, 6 to 9
 Butterflies, Pinkishwhite, April to May, cultivated garlic,NA, Amaryllidaceae, Showy,Allium sativum, Showy,NA, 100 to 150 feet, , Fragrant, Low, Asia,NA, Winter Interest,NA, 075 to 100 feet, Annual Herb, Full sun, Deer Black Walnut, Bulb, Medium, 4 to 9
 Butterflies, Pinkishwhite, Nonflowering, Swiss stone pine,NA, Pinaceae, Insignificant,Pinus cembra Herman PRAIRIE STATESMAN, Showy,NA, 2500 to 3000 feet, , Evergreen, Low, Asia,NA, Winter Interest,NA, 1000 to 1500 feet, Annual Herb, Full sun, Deer Black Walnut, Needled evergreen, Dry to medium, 2 to 7
 Birds, Pink, April to May, bearberry,NA, Ericaceae, Showy,Arctostaphylos uvaursi Woods Red, Showy,NA, 025 to 050 feet, , Evergreen, Low, Asia,NA, Winter Interest,NA, 300 to 400 feet, Ground Cover Naturalize, Full sun to part shade, Drought Erosion Dry Soil, Broadleaf evergreen, Dry to medium, 2 to 7
 Hummingbirds, Deep pinkpurple with a deep red center, June to October, rose of Sharon,NA, Malvaceae, Showy,Hibiscus syriacus Mineru FIRST EDITIONS TAHITI, Showy,NA, 500 to 800 feet, , Evergreen, Low, Asia,NA, Winter Interest,NA, 400 to 700 feet, Hedge Naturalize, Full sun to part shade, Deer Drought Clay Soil Black Walnut, Deciduous shrub, Medium, 5 to 8
 Hummingbirds, Nonflowering, Nonflowering, Norway spruce,NA, Pinaceae, Showy,Picea abies Nidiformis, Showy,NA, 200 to 800 feet, , Evergreen, Low, Asia,NA, Winter Interest,NA, 300 to 1200 feet, Hedge Naturalize, Full sun, Deer Air Pollution, Needled evergreen, Medium, 3 to 7
 Hummingbirds, Pink, May to July, maiden pink,NA, Caryophyllaceae, Showy Fragrant,Dianthus deltoides, Showy,NA, 050 to 100 feet, , Evergreen, Low, Europe western Asia,NA, Winter Interest,NA, 050 to 200 feet, Ground Cover, Full sun, Deer, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds, Light blue standards and dark blue falls, March, iris,NA, Iridaceae, Showy,Iris reticulata Clairette, Showy,NA, 025 to 050 feet, , Evergreen, Low, Europe western Asia,NA, Winter Interest,NA, 025 to 050 feet, Annual, Full sun to part shade, Deer Drought Black Walnut, Bulb, Medium, 5 to 9
 Birds, White female Green male, February, American hornbeam,NA, Betulaceae, Insignificant,Carpinus caroliniana, Showy,NA, 2000 to 3500 feet, , Good Fall, Low, Eastern North America,NA, Winter Interest,NA, 2000 to 3500 feet, Street Tree Naturalize, Part shade to full shade, Clay Soil Black Walnut, Tree, Medium, 3 to 9
 Birds, White female Green male, Flowers not showy, corn,NA, Poaceae, Flowers not showy,Zea mays, Showy,NA, 400 to 500 feet, , Good Fall, Medium, Mexico,NA, Winter Interest,NA, 100 to 200 feet, Annual Vegetable, Full sun, Black Walnut, Annual, Medium, 2 to 11
 Butterflies, White, July to September, Siberian edelweiss,NA, Asteraceae, Showy,Leontopodium palibinianum, Showy,NA, 075 to 150 feet, , Good Fall, Medium, Temperate Asia Siberia Mongolia,NA, Winter Interest,NA, 050 to 075 feet, Annual Vegetable, Full sun, Black Walnut, Herbaceous perennial, Medium, 4 to 8
 Butterflies, Orange, April to June, avens,NA, Rosaceae, Showy,Geum Fire Storm, Showy,NA, 100 to 150 feet, , Good Fall, Low, Temperate Asia Siberia Mongolia,NA, Winter Interest,NA, 100 to 150 feet, Annual Vegetable, Full sun to part shade, Deer, Herbaceous perennial, Medium, 5 to 9
 Butterflies, Reddishpurple, August to October, stonecrop,NA, Crassulaceae, Showy,Hylotelephium Blade Runner, Showy,NA, 100 to 150 feet, , Good Fall, Low, Temperate Asia Siberia Mongolia,NA, Winter Interest,NA, 100 to 150 feet, Annual Vegetable, Full sun, Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 9
 Butterflies, Deep red, March to April, Chinese fringe flower,NA, Hamamelidaceae, Showy,Loropetalum chinense ShangRed RED DIAMOND, Showy,NA, 500 to 600 feet, , Colorful Evergreen, Low, Temperate Asia Siberia Mongolia,NA, Winter Interest,NA, 400 to 600 feet, Annual Vegetable, Full sun to part shade, Drought Dry Soil ShallowRocky Soil, Broadleaf evergreen, Medium, 7 to 10
 Butterflies, Pink, July to August, rose cactus,NA, Cactaceae, Showy,Pereskia grandifolia, Showy,NA, 600 to 1600 feet, , Evergreen, Medium, Brazil,NA, Winter Interest Thorns,NA, 600 to 1600 feet, Hedge, Full sun to part shade, Drought, Broadleaf evergreen, Medium, 10 to 12
 Butterflies, Pink, August to September, bitter ginger,NA, Zingiberaceae, Showy,Zingiber zerumbet, Showy,NA, 400 to 600 feet, , Evergreen, Medium, Southern Asia,NA, Winter Interest Thorns,NA, 300 to 500 feet, Herb, Full sun to part shade, Drought, Herbaceous perennial, Medium, 8 to 10
 Butterflies, Deep winered, May, tall bearded reblooming iris,NA, Iridaceae, Showy,Iris Winesap, Showy,NA, 250 to 300 feet, , Evergreen, Medium, Southern Asia,NA, Winter Interest Thorns,NA, 100 to 200 feet, Herb, Full sun, Deer Drought, Herbaceous perennial, Medium, 3 to 10
 Butterflies, Red, March to April, red maple,NA, Sapindaceae, Insignificant,Acer rubrum Brandywine, Showy,NA, 3500 to 5000 feet, , Good Fall, Low, Southern Asia,NA, Winter Interest Thorns,NA, 2500 to 4000 feet, Shade Tree Street Tree Rain Garden, Full sun to part shade, Wet Soil Air Pollution, Tree, Medium to wet, 4 to 9
 Butterflies, Lavender violet, May, bishops hat,NA, Berberidaceae, Showy,Epimedium grandiflorum Lilafee, Showy,NA, 100 to 150 feet, , Colorful, Low, Southern Asia,NA, Winter Interest Thorns,NA, 075 to 150 feet, Ground Cover, Part shade to full shade, Rabbit Deer Drought Heavy Shade Erosion Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 5 to 8
 Birds Butterflies, Light red to pink, June, rubus,NA, Rosaceae, Showy,Rubus henryi var bambusarum, Showy,NA, 1500 to 1800 feet, , Good Fall, High, Central China,NA, Thorns,NA, 1500 to 1800 feet, Ground Cover, Full sun to part shade, Rabbit Deer Drought Heavy Shade Erosion Dry Soil ShallowRocky Soil, Deciduous shrub, Medium, 6 to 9
 Butterflies, Red with gold throat, June to August, daylily,NA, Asphodelaceae, Showy,Hemerocallis Autumn Red, Showy,NA, 250 to 300 feet, , Good Fall, Low, Central China,NA, Thorns,NA, 150 to 250 feet, Ground Cover, Full sun to part shade, Rabbit Erosion Air Pollution, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Coppery orange to coral, June to September, giant hyssop,NA, Lamiaceae, Showy Fragrant,Agastache Firebird, Showy,NA, 200 to 300 feet, , Fragrant, Low, Central China,NA, Thorns,NA, 150 to 200 feet, Annual Herb, Full sun, Deer, Herbaceous perennial, Medium, 6 to 9
 Butterflies, White, May to June, spirea,NA, Rosaceae, Showy,Spiraea decumbens, Showy,NA, 050 to 075 feet, , Fragrant, Low, Southeastern Alps,NA, Thorns,NA, 050 to 150 feet, Ground Cover Naturalize, Full sun, Deer, Deciduous shrub, Medium, 5 to 8
 Butterflies, Green with yellow bracts, June to July, spurge,NA, Euphorbiaceae, Showy,Euphorbia Jessie, Showy,NA, 300 to 500 feet, , Colorful, Low, Southeastern Alps,NA, Thorns,NA, 200 to 300 feet, Ground Cover Naturalize, Full sun, Rabbit Deer Drought Air Pollution, Herbaceous perennial, Dry to medium, 4 to 9
 Birds, Nonflowering, Nonflowering, Chinese juniper,NA, Cupressaceae, Showy,Juniperus chinensis Robusta Green, Showy,NA, 1000 to 1500 feet, , Evergreen, Low, Southeastern Alps,NA, Winter Interest,NA, 500 to 700 feet, Ground Cover Naturalize, Full sun, Deer Drought Erosion Dry Soil ShallowRocky Soil Air Pollution, Needled evergreen, Medium, 4 to 9
 Hummingbirds, White, June to September, obedient plant,NA, Lamiaceae, Showy,Physostegia virginiana Alba, Showy,NA, 150 to 200 feet, , Evergreen, Medium, Southeastern Alps,NA, Winter Interest,NA, 150 to 200 feet, Naturalize Rain Garden, Full sun, Deer Clay Soil, Herbaceous perennial, Medium, 3 to 9
 Hummingbirds, White to purple, Seasonal bloomer, goeppertia,NA, Marantaceae, Showy,Goeppertia roseopicta, Showy,NA, 100 to 150 feet, , Colorful Evergreen, Medium, Western South America to western Brazil,NA, Winter Interest,NA, 075 to 100 feet, Naturalize Rain Garden, Part shade to full shade, Deer Clay Soil, Herbaceous perennial, Medium, 11 to 12
 Hummingbirds, Purple, June to September, crape myrtle,NA, Lythraceae, Showy,Lagerstroemia New Orleans, Showy,NA, 075 to 100 feet, , Good Fall, Medium, Western South America to western Brazil,NA, Winter Interest,NA, 075 to 100 feet, Naturalize Rain Garden, Full sun, Drought Clay Soil Air Pollution, Deciduous shrub, Medium, 6 to 10
